1	-314	-69	88
2	390	-6	147
3	390	-6	147
4	390	-6	147
5	390	-6	147
6	390	-6	147
7	390	-6	147
8	390	-6	147
9	390	-6	147
10	390	-6	147
11	390	-6	147
12	390	-6	147
13	390	-6	147
14	390	-6	147
15	390	-6	147
16	390	-6	147
17	390	-6	147
18	390	-6	147
19	387	-3	141
20	387	-3	141
21	387	-3	141
22	387	-3	141
23	387	-3	141
24	387	-3	141
25	387	-3	141
26	387	-3	141
27	387	-3	141
28	387	-3	141
29	387	-3	141
30	387	-3	141
31	387	-3	141
32	387	-3	141
33	387	-3	141
34	387	-3	141
35	387	-3	141
36	387	-3	144
37	387	-3	144
38	387	-3	144
39	387	-3	144
40	387	-3	144
41	387	-3	144
42	387	-3	144
43	387	-3	144
44	387	-3	144
45	387	-3	144
46	387	-3	144
47	387	-3	144
48	387	-3	144
49	387	-3	144
50	387	-3	144
51	387	-3	144
52	387	-3	144
53	387	-3	145
54	389	-3	145
55	389	-3	145
56	389	-3	145
57	389	-3	145
58	389	-3	145
59	389	-3	145
60	389	-3	145
61	389	-3	145
62	389	-3	145
63	389	-3	145
64	389	-3	145
65	389	-3	145
66	389	-3	145
67	389	-3	145
68	389	-3	145
69	389	-3	145
70	389	-3	146
71	388	-3	146
72	388	-3	146
73	388	-3	146
74	388	-3	146
75	388	-3	146
76	388	-3	146
77	388	-3	146
78	388	-3	146
79	388	-3	146
80	388	-3	146
81	388	-3	146
82	388	-3	146
83	388	-3	146
84	388	-3	146
85	388	-3	146
86	388	-3	146
87	388	-3	146
88	388	-3	141
89	388	-3	141
90	388	-3	141
91	388	-3	141
92	388	-3	141
93	388	-3	141
94	388	-3	141
95	388	-3	141
96	388	-3	141
97	388	-3	141
98	388	-3	141
99	388	-3	141
100	388	-3	141
101	388	-3	141
102	388	-3	141
103	388	-3	141
104	388	-3	141
105	389	-4	145
106	389	-4	145
107	389	-4	145
108	389	-4	145
109	389	-4	145
110	389	-4	145
111	389	-4	145
112	389	-4	145
113	389	-4	145
114	389	-4	145
115	389	-4	145
116	389	-4	145
117	389	-4	145
118	389	-4	145
119	389	-4	145
120	389	-4	145
121	389	-4	145
122	389	-3	140
123	389	-3	140
124	389	-3	140
125	389	-3	140
126	389	-3	140
127	389	-3	140
128	389	-3	140
129	389	-3	140
130	389	-3	140
131	389	-3	140
132	389	-3	140
133	389	-3	140
134	389	-3	140
135	389	-3	140
136	389	-3	140
137	389	-3	140
138	389	-3	140
139	389	-3	137
140	391	-2	137
141	391	-2	137
142	391	-2	137
143	391	-2	137
144	391	-2	137
145	391	-2	137
146	391	-2	137
147	391	-2	137
148	391	-2	137
149	391	-2	137
150	391	-2	137
151	391	-2	137
152	391	-2	137
153	391	-2	137
154	391	-2	137
155	391	-2	137
156	391	-2	137
157	393	-3	138
158	393	-3	138
159	393	-3	138
160	393	-3	138
161	393	-3	138
162	393	-3	138
163	393	-3	138
164	393	-3	138
165	393	-3	138
166	393	-3	138
167	393	-3	138
168	393	-3	138
169	393	-3	138
170	393	-3	138
171	393	-3	138
172	393	-3	138
173	393	-3	138
174	395	-3	131
175	395	-3	131
176	395	-3	131
177	395	-3	131
178	395	-3	131
179	395	-3	131
180	395	-3	131
181	395	-3	131
182	395	-3	131
183	395	-3	131
184	395	-3	131
185	395	-3	131
186	395	-3	131
187	395	-3	131
188	395	-3	131
189	395	-3	131
190	395	-3	131
191	395	-3	131
192	395	-3	131
193	395	-3	131
194	395	-3	131
195	395	-3	131
196	395	-3	131
197	395	-3	131
198	395	-3	131
199	395	-3	131
200	395	-3	131
201	395	-3	131
202	395	-3	131
203	395	-3	131
204	395	-3	131
205	395	-3	131
206	395	-3	131
207	395	-3	131
208	398	-2	127
209	398	-2	127
210	398	-2	127
211	398	-2	127
212	398	-2	127
213	398	-2	127
214	398	-2	127
215	398	-2	127
216	398	-2	127
217	398	-2	127
218	398	-2	127
219	398	-2	127
220	398	-2	127
221	398	-2	127
222	398	-2	127
223	398	-2	127
224	398	-2	127
225	398	-3	115
226	403	-3	115
227	403	-3	115
228	403	-3	115
229	403	-3	115
230	403	-3	115
231	403	-3	115
232	403	-3	115
233	403	-3	115
234	403	-3	115
235	403	-3	115
236	403	-3	115
237	403	-3	115
238	403	-3	115
239	403	-3	115
240	403	-3	115
241	403	-3	115
242	403	-3	102
243	408	1	102
244	408	1	102
245	408	1	102
246	408	1	102
247	408	1	102
248	408	1	102
249	408	1	102
250	408	1	102
251	408	1	102
252	408	1	102
253	408	1	102
254	408	1	102
255	408	1	102
256	408	1	102
257	408	1	102
258	408	1	102
259	408	1	102
260	417	1	84
261	417	1	84
262	417	1	84
263	417	1	84
264	417	1	84
265	417	1	84
266	417	1	84
267	417	1	84
268	417	1	84
269	417	1	84
270	417	1	84
271	417	1	84
272	417	1	84
273	417	1	84
274	417	1	84
275	417	1	84
276	417	1	84
277	421	-1	76
278	421	-1	76
279	421	-1	76
280	421	-1	76
281	421	-1	76
282	421	-1	76
283	421	-1	76
284	421	-1	76
285	421	-1	76
286	421	-1	76
287	421	-1	76
288	421	-1	76
289	421	-1	76
290	421	-1	76
291	421	-1	76
292	421	-1	76
293	421	-1	76
294	421	-5	72
295	421	-5	72
296	421	-5	72
297	421	-5	72
298	421	-5	72
299	421	-5	72
300	421	-5	72
301	421	-5	72
302	421	-5	72
303	421	-5	72
304	421	-5	72
305	421	-5	72
306	421	-5	72
307	421	-5	72
308	421	-5	72
309	421	-5	72
310	421	-5	72
311	419	-8	81
312	419	-8	81
313	419	-8	81
314	419	-8	81
